,tick,ano,divida_liq_EBITDA,ROIC,VPA,ROA,P_L,PSR,P_VP,ECP,P_EBIT,DY,ROE,P_ativos,margem_EBITDA,LPA,margem_liq,EV_EBITDA,beta,P_EBITDA,EV_EBIT,result_caso1,result_caso2,result_caso3,result_caso4,result_caso5
482,DIRR3,2014.0,1.07,0.08,11.32,0.06,5.36,0.68,0.72,0.48,5.09,0.0752,0.13,0.31,0.14,1.51,0.13,6.21,0.74,4.72,6.71,False,False,False,False,-0.53
483,DIRR3,2015.0,1.64,0.05,12.15,0.04,3.29,0.33,0.29,0.44,3.15,0.1282,0.09,0.13,0.13,1.07,0.1,8.22,0.62,2.5,10.37,True,True,True,True,0.37
484,DIRR3,2016.0,11.88,0.0,11.94,0.0,0.0,0.49,0.38,0.52,166.8,0.0592,0.0,0.16,0.02,0.0,0.0,59.33,0.85,23.39,423.13,True,True,True,True,0.24
485,DIRR3,2017.0,0.0,-0.04,10.95,-0.03,-6.04,1.1,0.52,0.45,-6.27,0.0,-0.09,0.2,-0.14,-0.94,-0.18,-16.2,1.24,-7.6,-13.36,True,True,True,True,0.5
486,DIRR3,2018.0,0.0,-0.01,9.08,-0.02,-15.98,0.99,0.83,0.45,-38.35,0.0813,-0.05,0.25,-0.01,-0.47,-0.06,-139.63,0.68,-107.7,-49.72,True,True,True,True,1.12
487,DIRR3,2019.0,0.63,0.05,9.25,0.03,18.19,1.52,1.62,0.25,11.5,0.0587,0.09,0.48,0.16,0.82,0.08,6.54,0.73,9.69,7.76,False,False,False,False,-0.41
488,DTEX3,2009.0,4.66,0.04,5.18,0.03,65.65,5.16,3.13,0.43,43.64,0.0,0.05,1.71,0.21,0.25,0.08,28.97,1.08,24.53,51.54,True,False,False,False,0.09
489,DTEX3,2010.0,0.9,0.13,7.54,0.08,17.43,2.98,2.37,0.27,11.41,0.0,0.14,1.32,0.4,1.02,0.17,7.66,0.85,7.51,11.64,False,False,False,False,-0.39
490,DTEX3,2011.0,1.18,0.1,6.74,0.06,12.97,1.65,1.32,0.36,8.47,0.0,0.1,0.72,0.34,0.69,0.13,8.49,1.09,4.86,14.81,True,True,True,True,0.7
491,DTEX3,2012.0,1.15,0.11,7.32,0.06,17.69,2.4,2.03,0.28,11.77,0.0,0.11,1.05,0.35,0.84,0.14,7.31,0.77,6.84,12.59,False,False,False,False,-0.02
492,DTEX3,2013.0,1.02,0.11,7.23,0.06,15.27,2.05,1.82,0.29,9.93,0.0,0.12,0.97,0.37,0.86,0.13,6.18,0.68,5.57,11.02,False,False,False,False,-0.3
493,DTEX3,2014.0,1.41,0.08,6.95,0.04,13.48,1.34,1.16,0.36,8.57,0.0,0.09,0.61,0.31,0.6,0.1,7.4,0.83,4.34,14.62,False,False,False,False,-0.22
494,DTEX3,2015.0,2.1,0.04,6.96,0.02,20.38,0.99,0.85,0.18,12.0,0.0458,0.04,0.43,0.23,0.29,0.05,10.17,0.83,4.29,28.43,True,True,True,False,0.18
495,DTEX3,2016.0,2.26,0.04,6.61,0.0,180.93,1.2,1.03,0.2,14.84,0.0,0.01,0.5,0.23,0.04,0.01,10.42,0.93,5.22,29.64,True,True,True,True,0.39
496,DTEX3,2017.0,2.13,0.05,6.82,0.02,34.4,1.6,1.35,0.24,15.12,0.0109,0.04,0.67,0.25,0.27,0.05,9.58,1.13,6.45,22.46,True,True,True,True,0.37
497,DTEX3,2018.0,1.1,0.09,6.7,0.05,18.86,1.65,1.77,0.25,11.15,0.0676,0.09,0.85,0.31,0.63,0.09,5.86,1.06,5.29,12.33,True,True,True,True,0.44
498,DTEX3,2019.0,1.25,0.07,7.13,0.04,28.42,2.31,2.35,0.3,18.07,0.0,0.08,1.08,0.27,0.59,0.08,6.66,0.82,8.51,14.15,False,False,False,False,-0.38
499,ECOR3,2010.0,2.47,0.3,3.2,0.14,12.0,4.99,4.0,0.36,7.35,0.018000000000000002,0.33,1.71,0.78,1.06,0.2,6.98,0.5,6.42,7.99,True,True,False,False,0.13
500,ECOR3,2011.0,0.81,0.23,3.37,0.09,20.09,4.27,4.13,0.43,9.89,0.0366,0.21,1.88,0.52,0.69,0.42,8.27,0.43,8.15,10.04,True,True,True,True,0.28
501,ECOR3,2012.0,1.09,0.19,3.8,0.07,22.52,4.01,4.55,0.32,10.13,0.0202,0.2,1.56,0.49,0.77,0.21,7.71,0.2,8.12,9.62,False,False,False,False,-0.1
502,ECOR3,2013.0,1.94,0.18,3.76,0.06,20.55,3.13,3.94,0.31,8.6,0.0527,0.19,1.27,0.45,0.72,0.18,7.88,0.43,6.91,9.81,False,False,False,False,-0.18
503,ECOR3,2014.0,2.14,0.19,3.21,0.07,12.46,2.02,3.33,0.23,5.34,0.1341,0.27,0.89,0.48,0.86,0.15,7.33,0.8,4.18,9.36,False,False,False,False,-0.49
504,ECOR3,2015.0,2.49,0.14,2.94,0.01,24.21,0.98,1.73,0.23,2.99,0.0825,0.07,0.36,0.45,0.21,0.16,8.64,1.01,2.16,11.97,True,True,True,True,0.73
505,ECOR3,2016.0,3.4,0.13,1.02,-0.14,-4.88,1.63,8.08,0.25,5.97,0.0097,-1.66,0.7,0.39,-1.69,0.04,10.0,1.08,4.15,14.4,True,True,True,True,0.56
506,ECOR3,2017.0,3.84,0.2,1.35,0.05,16.6,2.15,9.09,0.21,5.67,0.0341,0.55,0.88,0.51,0.74,-0.34,6.87,1.15,4.22,9.24,False,False,False,False,-0.18
507,ECOR3,2018.0,2.66,0.16,1.15,0.04,13.61,1.65,8.19,0.19,4.42,0.0768,0.6,0.52,0.51,0.69,0.13,7.21,1.07,3.24,9.84,True,True,True,True,0.72
508,ECOR3,2019.0,2.96,0.08,0.81,-0.02,-49.23,2.3,20.01,0.2,11.46,0.0,-0.41,0.79,0.34,-0.33,0.12,9.92,0.92,6.68,17.02,False,False,False,False,-0.28
509,EGIE3,2002.0,0.0,0.06,4.23,-0.03,-12.48,1.66,0.83,0.07,6.04,0.0429,-0.07,0.34,0.0,-0.28,0.28,0.0,0.53,0.0,93.9,True,True,True,True,1.51
510,EGIE3,2003.0,0.0,0.12,3.98,0.08,10.09,2.86,2.01,0.18,7.51,0.0799,0.2,0.85,0.0,0.79,-0.13,0.0,0.37,0.0,50.06,True,True,True,True,0.37
511,EGIE3,2004.0,0.0,0.17,4.27,0.13,8.23,2.59,2.3,0.12,6.16,0.0796,0.28,1.03,0.0,1.19,0.28,0.0,0.78,0.0,33.27,True,True,True,True,0.7
512,EGIE3,2005.0,0.0,0.22,4.11,0.16,10.65,3.78,3.66,0.15,8.14,0.091,0.34,1.72,0.0,1.41,0.31,0.0,0.79,0.0,28.22,True,True,True,True,0.31
513,EGIE3,2006.0,0.0,0.26,4.23,0.18,11.98,4.34,4.25,0.18,8.49,0.085,0.35,2.12,0.55,1.5,0.35,22.68,0.58,7.88,24.43,True,True,True,True,0.29
514,EGIE3,2007.0,0.86,0.26,4.31,0.16,13.27,4.57,4.94,0.27,8.58,0.0662,0.37,2.11,0.61,1.61,0.36,18.51,0.78,7.49,21.19,False,False,False,False,-0.05
515,EGIE3,2008.0,0.98,0.24,4.86,0.13,10.84,3.52,3.82,0.1,6.32,0.1003,0.35,1.45,0.63,1.71,0.34,16.29,0.48,5.55,18.55,True,True,True,True,0.21
516,EGIE3,2009.0,1.37,0.2,5.64,0.12,12.37,4.02,3.82,0.25,7.65,0.0386,0.31,1.46,0.62,1.74,0.32,16.51,0.26,6.45,19.56,True,True,True,True,0.3
517,EGIE3,2010.0,1.57,0.19,7.77,0.09,14.77,4.37,3.53,0.1,8.33,0.0332,0.24,1.39,0.64,1.86,0.32,13.72,0.23,6.86,16.66,True,True,True,False,0.16
518,EGIE3,2011.0,1.26,0.21,8.35,0.12,13.49,4.52,3.59,0.25,8.12,0.0547,0.27,1.58,0.67,2.22,0.3,12.17,0.25,6.72,14.7,True,True,True,False,0.19
519,EGIE3,2012.0,0.99,0.23,8.37,0.12,14.5,4.43,3.99,0.11,8.54,0.0444,0.27,1.78,0.63,2.3,0.34,11.23,-0.04,7.0,13.69,True,True,False,False,0.15
520,EGIE3,2013.0,0.76,0.22,8.22,0.11,16.3,4.21,4.37,0.15,9.82,0.0679,0.27,1.85,0.53,2.2,0.31,11.72,0.39,7.9,14.58,False,False,False,False,-0.01
521,EGIE3,2014.0,0.77,0.2,8.66,0.1,15.94,3.41,3.91,0.19,9.58,0.0482,0.24,1.62,0.45,2.12,0.26,12.09,0.71,7.63,15.19,True,False,False,False,0.03
522,EGIE3,2015.0,0.85,0.2,10.18,0.1,14.54,3.36,3.29,0.11,8.73,0.0364,0.23,1.43,0.48,2.3,0.21,11.08,0.76,7.04,13.73,True,True,False,False,0.11
523,EGIE3,2016.0,0.6,0.2,10.13,0.11,14.74,3.55,3.45,0.4,9.43,0.0563,0.23,1.58,0.47,2.37,0.23,11.08,0.57,7.49,13.96,True,False,False,False,0.1
524,EGIE3,2017.0,0.42,0.17,10.47,0.1,11.55,3.31,3.39,0.1,8.13,0.0766,0.29,1.18,0.5,3.07,0.24,10.68,0.55,6.62,13.11,True,True,True,True,0.29
525,EGIE3,2018.0,1.38,0.18,7.75,0.1,11.63,3.06,4.26,0.46,7.35,0.0784,0.37,1.14,0.49,2.84,0.29,9.21,0.51,6.23,10.86,True,True,True,True,0.58
526,EGIE3,2019.0,1.69,0.17,8.58,0.08,17.92,4.23,5.92,0.07,9.65,0.0317,0.33,1.38,0.53,2.83,0.26,8.42,0.75,8.04,10.11,False,False,False,False,-0.23
527,ELET3,2010.0,2.4,0.04,62.29,0.02,9.86,0.84,0.36,0.04,5.71,0.5297,0.04,0.17,0.2,2.26,0.05,8.13,0.67,4.19,11.07,False,False,False,False,-0.17
528,ELET3,2011.0,2.82,0.03,57.08,0.02,6.41,0.73,0.31,0.06,5.22,0.0488,0.05,0.15,0.19,2.78,0.09,9.14,0.69,3.8,12.54,False,False,False,False,-0.62
529,ELET3,2012.0,4.11,-0.05,49.74,-0.04,-1.24,0.22,0.13,0.11,-1.08,0.2022,-0.1,0.05,-0.16,-5.12,0.11,-11.3,0.48,-1.39,-8.78,False,False,False,False,-0.03
530,ELET3,2013.0,0.0,-0.04,44.87,-0.05,-1.26,0.28,0.13,0.09,-1.53,0.0698,-0.1,0.06,-0.13,-4.65,-0.18,-15.21,1.38,-2.15,-10.81,True,False,False,False,0.06
531,ELET3,2014.0,0.0,-0.02,42.03,-0.02,-2.65,0.26,0.14,0.06,-4.01,0.0707,-0.05,0.05,-0.01,-2.19,-0.22,-371.79,1.42,-43.75,-34.07,False,False,False,False,-0.01
532,ELET3,2015.0,0.0,-0.1,30.86,-0.1,-0.52,0.24,0.19,0.13,-0.62,0.0,-0.36,0.05,-0.33,-11.05,-0.1,-6.66,1.08,-0.73,-5.68,True,True,True,True,3.07
533,ELET3,2016.0,0.0,0.12,32.58,0.02,8.78,0.51,0.7,0.1,1.72,0.0,0.08,0.18,0.33,2.6,-0.46,3.59,1.0,1.56,3.96,False,False,False,False,-0.14
534,ELET3,2017.0,1.98,0.03,31.61,-0.01,-15.17,0.69,0.61,0.13,5.24,0.0,-0.04,0.15,0.18,-1.27,0.06,10.31,1.68,3.88,13.93,True,True,True,True,0.24
535,ELET3,2018.0,5.58,0.11,41.41,0.07,2.46,1.31,0.59,0.13,1.79,0.0,0.24,0.18,0.8,9.87,-0.05,3.96,1.84,1.64,4.33,True,True,True,True,0.6
536,ELET3,2019.0,2.36,0.05,52.78,0.06,4.76,1.84,0.72,0.22,6.05,0.0,0.15,0.29,0.37,7.94,0.53,6.54,1.52,4.98,7.93,False,False,False,False,-0.33
537,EMBR3,2000.0,0.0,0.23,2.86,0.14,9.16,1.32,4.32,0.75,6.41,0.0,0.47,1.32,0.0,1.35,0.13,0.0,0.85,0.0,5.69,True,True,False,False,0.1
538,EMBR3,2001.0,0.0,0.28,3.98,0.16,6.44,1.13,3.14,0.67,3.91,0.0,0.49,1.01,0.0,1.94,0.14,0.0,0.81,0.0,3.35,True,True,False,False,0.11
539,EMBR3,2002.0,0.0,0.21,4.7,0.11,7.68,1.18,2.72,0.68,4.22,0.0,0.35,0.81,0.0,1.67,0.18,0.0,0.59,0.0,3.16,True,True,True,True,0.53
540,EMBR3,2003.0,0.0,0.1,5.26,0.05,23.38,2.1,3.67,0.44,11.55,0.0,0.16,1.08,0.0,0.83,0.15,0.0,0.6,0.0,6.6,False,False,False,False,-0.14
541,EMBR3,2004.0,0.0,0.14,6.24,0.09,8.96,1.11,2.53,0.5,6.52,0.0,0.28,0.8,0.0,1.76,0.09,0.0,0.61,0.0,4.84,True,True,True,False,0.18
542,EMBR3,2005.0,0.0,0.05,6.74,0.04,17.7,1.42,2.67,0.38,16.2,0.0,0.15,0.77,0.12,1.02,0.12,7.85,0.68,11.97,10.62,True,True,True,True,0.27
543,EMBR3,2006.0,3.35,0.04,7.02,0.04,25.37,1.96,3.14,0.31,30.61,0.02,0.12,1.0,0.1,0.87,0.08,9.01,0.37,18.91,14.59,False,False,False,False,-0.07
544,EMBR3,2007.0,3.36,0.04,7.29,0.04,22.43,1.49,2.76,0.37,28.42,0.0218,0.12,0.95,0.09,0.9,0.08,9.03,0.3,16.83,15.25,False,False,False,False,-0.56
545,EMBR3,2008.0,3.53,0.06,8.48,0.02,14.2,0.54,1.04,0.53,5.73,0.0545,0.07,0.3,0.13,0.62,0.07,6.12,0.56,4.25,8.25,True,False,False,False,0.07
546,EMBR3,2009.0,2.87,0.05,7.16,0.06,7.48,0.64,1.33,0.29,9.4,0.0252,0.18,0.43,0.11,1.27,0.04,7.31,0.96,5.95,11.56,True,True,True,True,0.28
547,EMBR3,2010.0,3.1,0.07,7.21,0.04,14.18,0.91,1.64,0.29,12.52,0.0305,0.12,0.61,0.11,0.83,0.09,3.51,0.61,8.04,5.46,False,False,False,False,-0.01
548,EMBR3,2011.0,0.0,0.05,8.08,0.01,48.91,0.86,1.46,0.05,16.27,0.0213,0.03,0.51,0.09,0.24,0.06,4.38,0.87,9.22,7.73,True,True,True,True,0.23
549,EMBR3,2012.0,0.0,0.09,9.43,0.03,17.09,0.86,1.53,0.15,8.62,0.0145,0.09,0.54,0.14,0.85,0.02,2.4,0.5,5.94,3.48,True,True,True,True,0.31
550,EMBR3,2013.0,0.0,0.11,11.64,0.03,17.52,1.01,1.62,0.16,8.6,0.0132,0.09,0.58,0.16,1.08,0.05,1.73,0.37,6.17,2.41,True,True,True,True,0.32
551,EMBR3,2014.0,0.0,0.07,13.97,0.03,21.69,1.2,1.75,0.04,13.78,0.0139,0.08,0.65,0.13,1.13,0.06,2.58,0.17,9.07,3.91,True,True,True,True,0.24
552,EMBR3,2015.0,0.11,0.04,20.36,0.01,78.9,1.1,1.48,0.04,20.17,0.006,0.02,0.49,0.11,0.38,0.06,3.57,0.36,10.22,7.05,False,False,False,False,-0.46
553,EMBR3,2016.0,1.33,0.03,17.35,0.02,20.01,0.55,0.92,0.06,16.5,0.0063,0.05,0.31,0.0,0.8,0.01,0.0,0.19,0.0,10.17,True,True,True,True,0.28
554,EMBR3,2017.0,0.0,0.04,18.68,0.02,17.42,0.79,1.07,0.14,13.96,0.0155,0.06,0.38,0.09,1.15,0.03,4.0,0.4,8.78,6.35,True,False,False,False,0.06
555,EMBR3,2018.0,1.1,0.0,20.61,-0.01,-25.02,0.86,1.05,0.09,155.92,0.006,-0.04,0.37,0.04,-0.87,0.05,10.68,0.56,23.51,70.83,False,False,False,False,-0.09
556,EMBR3,2019.0,3.54,-0.02,19.68,-0.03,-11.29,1.4,1.0,0.05,-22.69,0.0,-0.09,0.34,-0.02,-1.75,-0.03,-0.76,0.62,-75.54,-0.23,False,False,False,False,-0.68
557,ENAT3,2011.0,0.0,0.03,8.18,0.03,47.16,15.18,2.02,0.5,115.42,0.0,0.04,1.61,0.31,0.35,0.32,19.76,1.14,48.48,47.03,False,False,False,False,-0.19
558,ENAT3,2012.0,0.0,0.03,8.49,0.03,41.45,7.45,1.54,0.0,83.91,0.0,0.04,1.41,0.27,0.32,0.18,15.33,0.61,27.98,45.95,False,False,False,False,-0.26
559,ENAT3,2013.0,0.0,0.07,9.26,0.06,13.18,5.23,1.06,0.0,20.03,0.0,0.08,0.84,0.46,0.74,0.4,8.96,0.43,11.41,15.73,False,False,False,False,-0.26
560,ENAT3,2014.0,0.0,0.05,9.8,0.05,11.18,3.69,0.73,0.0,18.75,0.0222,0.07,0.59,0.43,0.64,0.33,9.12,0.56,8.65,19.78,False,False,False,False,-0.17
561,ENAT3,2015.0,10.06,-0.09,10.43,0.03,15.99,3.03,0.56,0.03,-7.71,0.0257,0.03,0.44,-0.15,0.36,0.19,-27.83,1.0,-20.08,-10.68,False,False,False,False,-0.05
562,ENAT3,2016.0,0.0,0.05,10.45,0.04,9.2,2.98,0.51,0.1,11.61,0.0281,0.06,0.4,0.4,0.58,0.32,10.53,0.98,7.52,16.27,True,True,True,True,1.09
563,ENAT3,2017.0,0.0,0.18,11.7,0.09,8.0,5.7,0.92,0.11,8.36,0.013999999999999999,0.11,0.73,0.81,1.34,0.71,3.11,0.67,7.0,3.71,True,False,False,False,0.0
564,ENAT3,2018.0,0.0,0.22,12.04,0.11,5.85,3.12,0.78,0.13,5.92,0.1647,0.13,0.63,0.72,1.6,0.53,2.08,0.68,4.33,2.85,True,True,True,True,0.95
565,ENAT3,2019.0,0.0,0.08,10.89,0.05,19.69,3.83,1.47,0.19,20.25,0.1194,0.07,0.93,0.45,0.81,0.19,2.79,0.83,8.58,6.59,False,False,False,False,-0.27
566,ENBR3,2005.0,0.0,0.04,24.77,0.02,21.32,2.11,1.11,0.31,13.33,0.0,0.05,0.5,0.0,1.28,0.1,0.0,0.32,0.0,37.97,True,True,True,True,0.24
567,ENBR3,2006.0,2.94,0.09,26.46,0.05,12.58,1.19,1.25,0.25,7.01,0.0412,0.1,0.57,0.23,2.62,0.09,12.23,0.7,5.12,16.75,False,False,False,False,-0.12
568,ENBR3,2007.0,2.48,0.09,28.07,0.05,9.53,1.05,1.03,0.11,5.89,0.0253,0.11,0.49,0.25,3.03,0.11,11.3,0.8,4.23,15.75,False,False,False,False,-0.19
569,ENBR3,2008.0,2.26,0.09,36.05,0.05,6.46,0.66,0.63,0.35,3.54,0.0562,0.1,0.31,0.28,3.5,0.1,9.54,0.56,2.38,14.2,True,True,True,True,0.58
570,ENBR3,2009.0,2.15,0.1,37.27,0.07,6.62,1.14,0.9,0.24,4.66,0.027999999999999997,0.14,0.46,0.31,5.07,0.17,9.0,0.53,3.68,11.39,True,True,True,True,0.24
571,ENBR3,2010.0,1.5,0.1,40.72,0.06,8.37,1.21,0.95,0.18,5.31,0.0656,0.11,0.48,0.3,4.62,0.15,8.08,0.32,4.08,10.51,True,True,False,False,0.14
572,ENBR3,2011.0,1.77,0.1,41.3,0.05,9.49,1.22,1.0,0.16,5.53,0.0576,0.11,0.48,0.28,4.37,0.13,8.22,0.31,4.29,10.6,False,False,False,False,-0.05
573,ENBR3,2012.0,2.82,0.08,13.35,0.04,11.08,0.9,0.94,0.19,6.12,0.1425,0.08,0.41,0.2,1.13,0.08,10.36,0.17,4.52,14.0,False,False,False,False,-0.06
574,ENBR3,2013.0,1.54,0.09,13.15,0.04,9.73,0.76,0.86,0.35,4.85,0.0493,0.09,0.38,0.21,1.17,0.08,8.06,0.65,3.56,10.98,False,False,False,False,-0.12
575,ENBR3,2014.0,1.37,0.13,13.81,0.06,5.08,0.48,0.65,0.44,2.84,0.1115,0.13,0.32,0.21,1.77,0.09,6.73,0.86,2.31,8.26,True,True,True,True,0.37
576,ENBR3,2015.0,1.74,0.15,15.75,0.08,4.07,0.57,0.76,0.13,2.36,0.0133,0.19,0.31,0.29,2.96,0.14,5.17,0.77,1.98,6.14,True,True,True,True,0.25
577,ENBR3,2016.0,1.63,0.1,14.81,0.04,9.77,0.87,0.91,0.19,4.95,0.0858,0.09,0.42,0.23,1.37,0.09,6.16,0.55,3.73,8.19,True,False,False,False,0.06
578,ENBR3,2017.0,2.0,0.09,14.91,0.03,12.28,0.69,0.94,0.22,5.33,0.0086,0.08,0.41,0.18,1.14,0.06,6.56,0.72,3.91,8.93,True,False,False,False,0.09
579,ENBR3,2018.0,1.83,0.12,15.96,0.06,6.32,0.65,0.92,0.19,4.13,0.08199999999999999,0.15,0.39,0.2,2.34,0.1,5.4,0.57,3.22,6.92,True,True,True,True,0.58
580,ENBR3,2019.0,1.91,0.1,17.08,0.05,9.01,0.88,1.29,0.23,5.66,0.0204,0.14,0.49,0.2,2.45,0.1,5.22,0.65,4.48,6.6,False,False,False,False,-0.25
581,ENEV3,2009.0,0.0,-0.07,13.75,-0.05,-13.92,48.82,1.64,0.38,-13.26,0.3156,-0.12,0.64,-3.52,-1.62,-3.51,-51.26,0.57,-13.87,-48.98,True,True,True,False,0.17
582,ENEV3,2010.0,0.0,-0.05,12.44,-0.04,-14.18,36.74,2.12,0.11,-13.48,0.0,-0.15,0.57,-2.71,-1.86,-2.59,-50.65,0.62,-13.54,-50.44,True,True,True,True,0.88
583,ENEV3,2011.0,0.0,-0.05,10.02,-0.05,-15.85,37.84,4.64,0.18,-18.92,0.0,-0.29,0.8,-1.95,-2.93,-2.39,-48.07,0.65,-19.41,-46.86,False,False,False,False,-0.1
584,ENEV3,2012.0,0.0,-0.05,4.68,-0.05,-14.86,13.16,2.38,0.32,-15.31,0.0,-0.16,0.68,-0.85,-0.75,-0.89,-40.32,0.55,-15.44,-39.99,False,False,False,False,-0.73
585,ENEV3,2013.0,0.0,-0.05,3.66,-0.1,-2.23,1.47,0.82,0.39,-4.94,0.0,-0.37,0.22,-0.2,-1.34,-0.66,-61.63,0.6,-7.51,-40.5,False,False,False,False,-0.86
586,ENEV3,2014.0,0.0,-0.07,1.45,-0.22,-0.22,0.19,0.28,0.64,-0.7,0.0,-1.28,0.05,-0.17,-1.85,-0.86,-52.24,0.52,-1.07,-33.88,False,False,False,False,-0.42
587,ENEV3,2015.0,12.84,0.02,0.22,0.02,16.41,1.49,0.63,0.24,17.42,0.0,0.04,0.27,0.2,0.01,0.09,49.68,-0.08,7.35,117.83,False,False,False,False,-0.25
588,ENEV3,2016.0,4.71,0.06,18.73,-0.01,-25.87,1.32,0.64,0.25,5.08,0.0,-0.02,0.27,0.42,-0.46,-0.05,17.1,0.39,3.1,27.99,True,True,True,False,0.17
589,ENEV3,2017.0,3.0,0.07,17.06,0.01,46.09,1.61,0.81,0.1,6.2,0.0,0.02,0.4,0.41,0.3,0.03,13.1,0.24,3.89,20.86,True,True,True,False,0.16
590,ENEV3,2018.0,2.43,0.11,19.95,0.07,5.7,1.62,0.81,0.06,4.53,0.0,0.14,0.41,0.5,2.82,0.28,9.7,0.33,3.24,13.55,True,True,True,True,1.73
591,ENEV3,2019.0,2.59,0.08,21.87,0.04,23.01,4.39,2.0,0.05,14.25,0.0,0.09,0.99,0.46,1.9,0.19,10.38,0.45,9.46,15.64,False,False,False,False,-0.16
592,ENGI11,2009.0,1.99,0.15,5.11,0.08,7.78,1.15,2.03,0.77,5.72,0.0,0.26,0.64,0.27,1.34,0.15,31.23,-0.76,4.3,41.51,False,False,False,False,-0.07
593,ENGI11,2014.0,3.65,0.06,12.03,0.02,11.12,0.41,1.14,0.28,3.55,0.0502,0.1,0.18,0.19,1.24,0.04,13.65,0.31,2.2,22.01,False,False,False,False,-0.99
594,ENGI11,2015.0,3.92,0.06,12.41,0.02,10.66,0.31,1.13,0.19,4.33,0.0679,0.11,0.2,0.13,1.31,0.03,13.86,0.59,2.39,25.06,True,True,True,True,0.36
595,ENGI11,2016.0,2.77,0.07,13.8,0.01,32.63,0.54,1.35,0.2,5.76,0.0221,0.04,0.32,0.15,0.57,0.02,11.31,0.29,3.53,18.45,True,True,True,True,0.47
596,ENGI11,2017.0,3.03,0.07,13.83,0.03,16.48,0.69,1.97,0.22,7.59,0.0209,0.12,0.43,0.15,1.66,0.04,10.6,0.7,4.6,17.48,True,True,True,True,0.4
597,ENGI11,2018.0,3.0,0.09,16.66,0.03,11.4,0.85,2.23,0.13,4.69,0.021,0.2,0.37,0.24,3.25,0.07,7.07,0.52,3.53,9.41,True,True,True,True,0.47
598,ENGI11,2019.0,4.13,0.07,17.81,0.01,36.72,0.98,3.01,0.15,8.29,0.1629,0.08,0.49,0.18,1.46,0.03,8.57,0.47,5.55,12.8,False,False,False,False,-0.2
599,EQTL3,2008.0,2.21,0.14,15.54,0.1,2.04,0.45,0.64,0.05,1.65,0.1397,0.32,0.21,0.34,4.92,0.23,24.02,0.49,1.32,30.03,True,True,True,True,1.17
600,EQTL3,2009.0,1.97,0.11,16.48,0.07,5.18,0.78,1.1,0.09,3.4,0.0039,0.21,0.37,0.3,3.49,0.22,26.27,0.17,2.62,34.16,False,False,False,False,-0.05
601,EQTL3,2010.0,2.57,0.16,11.67,0.09,4.32,0.69,0.98,0.16,3.03,0.0351,0.23,0.38,0.29,2.64,0.15,36.02,0.32,2.42,45.19,True,True,True,True,0.28
602,EQTL3,2011.0,1.54,0.13,11.52,0.08,5.11,0.7,1.1,0.19,3.91,0.1421,0.22,0.41,0.21,2.48,0.16,45.69,0.21,3.38,52.87,True,True,True,True,0.53
603,EQTL3,2012.0,2.49,0.06,13.64,0.02,15.92,1.16,1.37,0.23,8.09,0.0246,0.09,0.37,0.18,1.18,0.14,35.24,0.12,6.39,44.62,True,True,True,True,0.24
604,EQTL3,2013.0,2.67,0.04,14.35,0.01,85.07,0.97,1.61,0.26,15.84,0.0073,0.02,0.5,0.11,0.27,0.07,35.68,0.34,8.49,66.57,True,True,True,True,0.2
605,EQTL3,2014.0,2.98,0.1,17.36,0.07,7.34,1.01,1.6,0.05,6.47,0.0141,0.22,0.49,0.18,3.77,0.01,20.06,0.52,5.49,23.68,True,True,True,True,0.27
606,EQTL3,2015.0,2.41,0.08,21.3,0.08,7.09,0.95,1.61,0.22,9.81,0.0242,0.23,0.54,0.14,4.83,0.14,18.88,0.56,6.71,27.63,True,True,True,True,0.64
607,EQTL3,2016.0,1.43,0.1,24.52,0.06,12.35,1.38,2.22,0.22,10.26,0.0119,0.18,0.76,0.0,4.4,0.13,0.0,0.49,0.0,18.49,True,True,True,True,0.22
608,EQTL3,2017.0,0.0,0.12,28.92,0.07,10.82,1.44,2.27,0.2,9.25,0.0088,0.21,0.75,0.2,6.07,0.11,11.4,0.51,7.26,14.52,True,True,True,False,0.16
609,EQTL3,2018.0,1.56,0.11,32.96,0.05,12.74,1.32,2.26,0.17,7.13,0.0162,0.18,0.58,0.22,5.85,0.13,9.74,0.59,5.89,11.78,True,True,True,True,0.55
610,EQTL3,2019.0,2.7,0.12,7.64,0.06,12.26,1.4,2.98,0.24,7.03,0.0,0.24,0.68,0.23,1.86,0.1,7.78,0.93,6.04,9.05,False,False,False,False,-0.21
611,ETER3,2009.0,0.05,0.26,4.36,0.13,10.31,1.33,1.98,1.0,7.3,0.08800000000000001,0.19,1.35,0.21,0.84,0.15,-0.27,0.33,6.26,-0.32,True,True,True,True,0.42
612,ETER3,2010.0,0.0,0.23,4.6,0.15,10.53,1.42,2.61,0.97,8.66,0.0683,0.25,1.62,0.19,1.14,0.13,0.16,0.52,7.57,0.19,False,False,False,False,-0.17
613,ETER3,2011.0,0.0,0.2,4.89,0.14,8.13,0.97,1.82,0.87,6.75,0.1022,0.22,1.15,0.17,1.09,0.13,0.43,0.48,5.69,0.51,False,False,False,False,-0.02
614,ETER3,2012.0,0.0,0.23,5.35,0.14,6.36,0.8,1.51,0.83,4.65,0.0988,0.24,0.9,0.2,1.27,0.12,0.35,0.4,3.93,0.41,True,True,False,False,0.13
